Date,SPX Return,Time to Maturity in Year,Delta,Implied Volatility Change
20181012,-0.005904979,0.276,0.946579,0.001506
20181012,-0.005904979,0.136,0.906232,0.004607
20181012,-0.005904979,0.136,0.465215,-0.00564
20181012,-0.005904979,0.108,0.518961,-0.004314
20181012,-0.005904979,0.136,0.899787,0.003685
20181012,-0.005904979,0.164,0.935266,0.006681
20181012,-0.005904979,0.22,0.748135,-0.000958
20181012,-0.005904979,0.108,0.812879,0.001303
20181012,-0.005904979,1.004,0.858959,0.000768
20181012,-0.005904979,0.388,0.855704,0.000705
20181012,-0.005904979,0.276,0.5438,-0.002037
20181012,-0.005904979,0.388,0.944899,6.20E-05
20181012,-0.005904979,0.612,0.326347,-0.001279
20181012,-0.005904979,0.276,0.923154,-0.000256
20181012,-0.005904979,1.732,0.834389,0.002304
20181012,-0.005904979,0.148,0.268894,-0.007001
20181012,-0.005904979,0.316,0.561435,-0.000914
20181012,-0.005904979,0.128,0.879462,0.00459
20181012,-0.005904979,0.092,0.934989,0.017648
20181012,-0.005904979,0.276,0.887976,-0.000336
20181012,-0.005904979,0.08,0.91702,0.016653
20181012,-0.005904979,0.072,0.94859,0.035185
20181012,-0.005904979,1.408,0.938809,0.001051
20181012,-0.005904979,0.192,0.892446,0.000993
20181012,-0.005904979,1.004,0.842384,0.000834
20181012,-0.005904979,0.388,0.604079,-0.001062
20181012,-0.005904979,0.1,0.862572,0.00637
20181012,-0.005904979,0.276,0.251228,-0.001936
20181012,-0.005904979,0.552,0.465923,-0.001219
20181012,-0.005904979,0.316,0.393572,-0.002148
20181012,-0.005904979,0.064,0.550714,-0.005265
20181012,-0.005904979,0.08,0.935818,0.024054
20181012,-0.005904979,0.108,0.629778,-0.001479
20181012,-0.005904979,0.612,0.05706,0.002296
20181012,-0.005904979,0.192,0.29384,-0.005767
20181012,-0.005904979,0.192,0.127197,-0.001704
20181012,-0.005904979,0.108,0.899259,0.009078
20181012,-0.005904979,0.248,0.272487,-0.003144
20181012,-0.005904979,0.192,0.841545,0.000515
20181012,-0.005904979,0.164,0.099905,-0.000745
20181012,-0.005904979,3.188,0.346912,-0.000447
20181012,-0.005904979,0.148,0.222734,-0.006051
20181012,-0.005904979,1.408,0.588063,0.000481
20181012,-0.005904979,1.004,0.354641,-0.000428
20181012,-0.005904979,0.136,0.793024,0.00209
20181012,-0.005904979,3.188,0.935251,0.00301
20181012,-0.005904979,0.192,0.873792,0.00175
20181012,-0.005904979,0.388,0.589924,-0.000962
20181012,-0.005904979,0.668,0.939538,-0.000558
20181012,-0.005904979,0.08,0.844226,0.007137
20181012,-0.005904979,0.276,0.494,-0.002403
20181012,-0.005904979,0.22,0.680888,-0.001617
20181012,-0.005904979,3.188,0.912243,0.002177
20181012,-0.005904979,0.276,0.298813,-0.002463
20181012,-0.005904979,0.388,0.809321,0.000559
20181012,-0.005904979,2.46,0.911776,0.00265
20181012,-0.005904979,0.1,0.732885,0.00022
20181012,-0.005904979,0.668,0.097547,0.001343
20181012,-0.005904979,0.064,0.257801,-0.009082
20181012,-0.005904979,0.668,0.78325,-0.000205
20181012,-0.005904979,0.388,0.390362,-0.001952
20181012,-0.005904979,0.316,0.814644,0.000383
20181012,-0.005904979,0.136,0.883098,0.002304
20181012,-0.005904979,0.064,0.945449,0.036361
20181012,-0.005904979,0.248,0.823512,-0.000944
20181012,-0.005904979,0.136,0.760778,0.001094
20181012,-0.005904979,0.316,0.821014,0.000224
20181012,-0.005904979,0.668,0.812785,-0.000237
20181012,-0.005904979,0.612,0.204345,-0.000451
20181012,-0.005904979,2.46,0.934587,0.004631
20181012,-0.005904979,0.092,0.690521,-0.000393
20181012,-0.005904979,0.388,0.912834,-0.000248
20181012,-0.005904979,0.22,0.885531,-0.000169
20181012,-0.005904979,0.552,0.270037,-0.000997
20181012,-0.005904979,0.44,0.211491,-0.000707
20181012,-0.005904979,1.004,0.448398,-0.000293
20181012,-0.005904979,0.668,0.881498,-0.000282
20181012,-0.005904979,0.164,0.076296,0.000875
20181012,-0.005904979,0.316,0.280719,-0.00167
20181015,0.0214956,0.54,0.455933,-0.006018
20181015,0.0214956,0.088,0.869063,-0.041505
20181015,0.0214956,0.208,0.801074,-0.025491
20181015,0.0214956,0.992,0.113519,-0.005255
20181015,0.0214956,0.264,0.05688,-0.011515
20181015,0.0214956,0.376,0.742691,-0.013542
20181015,0.0214956,0.124,0.128615,-0.010067
20181015,0.0214956,0.376,0.890897,-0.025442
20181015,0.0214956,0.428,0.444222,-0.0066
20181015,0.0214956,0.08,0.272785,-0.011964
20181015,0.0214956,2.448,0.897604,-0.013375
20181015,0.0214956,0.376,0.91655,-0.031182
20181015,0.0214956,0.656,0.687134,-0.009149
20181015,0.0214956,0.08,0.812271,-0.033107
20181015,0.0214956,0.124,0.804484,-0.032463
20181015,0.0214956,0.376,0.677839,-0.011291
20181015,0.0214956,0.54,0.201287,-0.005338
20181015,0.0214956,0.304,0.678148,-0.013424
20181015,0.0214956,0.656,0.849735,-0.016599
20181015,0.0214956,0.304,0.600386,-0.011498
20181015,0.0214956,0.428,0.753613,-0.01356
20181015,0.0214956,0.264,0.712644,-0.017247
20181015,0.0214956,1.832,0.777536,-0.007663
20181015,0.0214956,0.656,0.226337,-0.004678
20181015,0.0214956,0.376,0.68867,-0.012341
20181015,0.0214956,0.264,0.118643,-0.00889
20181015,0.0214956,0.088,0.608256,-0.022158
20181015,0.0214956,0.376,0.899763,-0.026694
20181015,0.0214956,0.152,0.388925,-0.011722
20181015,0.0214956,0.136,0.827144,-0.031553
20181015,0.0214956,0.656,0.146178,-0.005695
20181015,0.0214956,0.068,0.652342,-0.026765
20181015,0.0214956,0.264,0.767402,-0.020198
20181015,0.0214956,1.832,0.83769,-0.00901
20181015,0.0214956,0.6,0.33968,-0.004247
20181015,0.0214956,0.236,0.701822,-0.017548
20181015,0.0214956,0.124,0.396499,-0.013168
20181015,0.0214956,0.376,0.887223,-0.025749
20181015,0.0214956,1.396,0.291372,-0.003393
20181015,0.0214956,0.136,0.42994,-0.013476
20181015,0.0214956,0.136,0.086748,-0.011242
20181015,0.0214956,0.136,0.760773,-0.025728
20181015,0.0214956,0.152,0.516862,-0.014744
20181015,0.0214956,0.088,0.735549,-0.028576
20181015,0.0214956,0.264,0.746727,-0.018523
20181015,0.0214956,1.356,0.455905,-0.003105
20181015,0.0214956,0.656,0.163818,-0.005089
20181015,0.0214956,3.176,0.926682,-0.02053
20181015,0.0214956,0.08,0.729956,-0.028111
20181015,0.0214956,0.6,0.674044,-0.009703
20181015,0.0214956,0.304,0.210277,-0.006972
20181015,0.0214956,0.068,0.387489,-0.016838
20181015,0.0214956,0.124,0.833276,-0.035605
20181015,0.0214956,0.08,0.060597,-0.012737
20181015,0.0214956,1.72,0.201924,-0.00298
20181015,0.0214956,0.54,0.564827,-0.007494
20181015,0.0214956,0.088,0.401318,-0.015564
20181015,0.0214956,0.068,0.748845,-0.033205
20181015,0.0214956,2.448,0.834844,-0.007985
20181015,0.0214956,0.06,0.562348,-0.025553
20181015,0.0214956,1.396,0.924016,-0.020842
20181015,0.0214956,0.264,0.064782,-0.010823
20181015,0.0214956,3.176,0.29071,-0.002594
20181015,0.0214956,0.124,0.603931,-0.01929
20181015,0.0214956,0.096,0.437792,-0.016378
20181015,0.0214956,1.72,0.555699,-0.00339
20181015,0.0214956,0.108,0.09374,-0.010547
20181015,0.0214956,0.264,0.838076,-0.026474
20181015,0.0214956,0.208,0.819354,-0.027158
20181015,0.0214956,0.136,0.204964,-0.008979
20181015,0.0214956,0.08,0.782434,-0.03278
20181015,0.0214956,0.656,0.776926,-0.012558
20181015,0.0214956,1.72,0.574476,-0.003498
20181015,0.0214956,0.18,0.843604,-0.030876
20181015,0.0214956,0.136,0.613265,-0.018991
20181015,0.0214956,1.356,0.350594,-0.002807
20181015,0.0214956,0.376,0.124672,-0.007333
20181015,0.0214956,0.992,0.515754,-0.003998
20181015,0.0214956,3.176,0.9032,-0.012852
20181015,0.0214956,0.376,0.057796,-0.010505
20181015,0.0214956,0.656,0.797072,-0.012759
20181015,0.0214956,0.116,0.759011,-0.027669
20181015,0.0214956,0.208,0.791643,-0.024373
20181015,0.0214956,1.356,0.913001,-0.018737
20181015,0.0214956,2.448,0.864897,-0.009736
20181015,0.0214956,0.376,0.080248,-0.008928
20181015,0.0214956,0.264,0.074855,-0.010047
20181015,0.0214956,0.088,0.758976,-0.029393
20181015,0.0214956,0.376,0.473865,-0.007624
20181015,0.0214956,0.54,0.355086,-0.00517
20181015,0.0214956,0.376,0.188636,-0.006458
20181015,0.0214956,0.264,0.889366,-0.035424
20181015,0.0214956,0.264,0.806994,-0.02216
20181015,0.0214956,0.116,0.393204,-0.013461
20181015,0.0214956,0.236,0.855997,-0.030388
20181015,0.0214956,0.304,0.114175,-0.008592
20181015,0.0214956,0.264,0.061691,-0.011138
20181015,0.0214956,0.304,0.057577,-0.010892
20181015,0.0214956,0.236,0.100649,-0.010844
20181015,0.0214956,1.832,0.864172,-0.010536
20181016,-0.000252662,0.372,0.070661,0.001628
20181016,-0.000252662,0.372,0.33141,0.000576
20181016,-0.000252662,1.392,0.53961,0.000271
20181016,-0.000252662,0.26,0.643761,-0.000735
20181016,-0.000252662,0.132,0.810453,-0.003792
20181016,-0.000252662,0.104,0.897228,-0.002834
20181016,-0.000252662,0.084,0.81651,-0.000734
20181016,-0.000252662,0.988,0.577352,0.000111
20181016,-0.000252662,0.064,0.551429,-0.002263
20181016,-0.000252662,0.076,0.918205,-0.006257
20181016,-0.000252662,0.3,0.659978,-0.000425
20181016,-0.000252662,0.076,0.87603,-0.003311
20181016,-0.000252662,0.988,0.432658,0.000247
20181016,-0.000252662,0.076,0.930754,-0.003915
20181016,-0.000252662,1.392,0.068243,0.000261
20181016,-0.000252662,0.26,0.669398,-0.000724
20181016,-0.000252662,1.352,0.828111,-0.000802
20181016,-0.000252662,0.372,0.079405,0.001571
20181016,-0.000252662,1.016,0.70499,9.20E-05
20181016,-0.000252662,0.3,0.853601,-0.001086
20181016,-0.000252662,0.26,0.891792,-0.000338
20181016,-0.000252662,2.444,0.788826,0.001424
20181016,-0.000252662,1.016,0.052089,0.000144
20181016,-0.000252662,0.204,0.605034,-0.000882
20181016,-0.000252662,1.352,0.932841,-0.001906
20181016,-0.000252662,0.372,0.921823,-0.002067
20181016,-0.000252662,1.716,0.360484,0.000627
20181016,-0.000252662,0.204,0.679393,-0.000944
20181016,-0.000252662,3.172,0.738109,0.002
20181016,-0.000252662,0.104,0.159975,-0.00165
20181016,-0.000252662,0.148,0.933181,-0.006871
20181016,-0.000252662,0.132,0.460026,-0.00217
20181016,-0.000252662,0.14,0.426489,-0.00145
20181016,-0.000252662,0.372,0.871555,-0.001937
20181016,-0.000252662,1.392,0.938808,-0.000561
20181016,-0.000252662,0.372,0.924261,-0.000818
20181016,-0.000252662,3.172,0.82525,0.001695
20181016,-0.000252662,0.372,0.632859,-0.000213
20181016,-0.000252662,0.076,0.90313,-0.004627
20181016,-0.000252662,0.056,0.940707,-0.004697
20181016,-0.000252662,1.352,0.126751,0.00047
20181016,-0.000252662,1.016,0.370718,0.000464
20181016,-0.000252662,0.204,0.242295,-0.000167
20181016,-0.000252662,0.26,0.743784,-0.001127
20181016,-0.000252662,1.392,0.874526,-4.50E-05
20181016,-0.000252662,0.652,0.591218,7.10E-05
20181016,-0.000252662,0.176,0.203922,-1.30E-05
20181016,-0.000252662,0.988,0.078054,0.000512
20181016,-0.000252662,1.828,0.948673,0.002141
20181016,-0.000252662,0.372,0.094794,0.001499
20181016,-0.000252662,0.3,0.74221,-0.000626
20181016,-0.000252662,1.392,0.630798,0.000298
20181016,-0.000252662,0.176,0.402851,-0.000684
20181016,-0.000252662,0.104,0.924766,-0.005305
20181016,-0.000252662,0.536,0.789192,-0.001139
20181016,-0.000252662,0.056,0.938762,-0.003609
20181016,-0.000252662,0.596,0.94323,-0.001368
20181016,-0.000252662,0.084,0.385641,-0.002252
20181016,-0.000252662,0.26,0.184884,-0.000272
20181016,-0.000252662,0.232,0.052707,0.001861
20181016,-0.000252662,0.372,0.061325,0.002006
20181016,-0.000252662,1.828,0.34798,0.000553
20181016,-0.000252662,2.444,0.414169,0.000918
20181016,-0.000252662,0.092,0.491554,-0.001569
20181016,-0.000252662,0.596,0.136325,0.001118
20181016,-0.000252662,0.132,0.830671,-0.004159
20181016,-0.000252662,0.372,0.897437,-0.001141
20181016,-0.000252662,0.372,0.94385,-0.001281
20181016,-0.000252662,0.204,0.874176,-0.003172
20181016,-0.000252662,0.372,0.840061,-0.001017
20181016,-0.000252662,0.596,0.900428,-0.00119
20181016,-0.000252662,0.26,0.937742,-0.000699
20181016,-0.000252662,0.536,0.427278,0.000349
20181016,-0.000252662,0.26,0.110486,9.50E-05
20181016,-0.000252662,0.372,0.885189,-0.001573
20181016,-0.000252662,0.424,0.707468,-0.000196
20181016,-0.000252662,0.104,0.105327,-0.001074
20181016,-0.000252662,0.056,0.101625,-0.001961
20181016,-0.000252662,0.652,0.748281,-9.10E-05
20181016,-0.000252662,0.12,0.074545,0.000292
20181016,-0.000252662,0.372,0.192354,0.000731
20181016,-0.000252662,1.016,0.111773,0.000819
20181016,-0.000252662,0.112,0.877369,-0.002657
20181016,-0.000252662,1.352,0.657038,-2.70E-05
20181016,-0.000252662,0.372,0.366208,0.000356
20181016,-0.000252662,0.076,0.84713,-0.002859
20181016,-0.000252662,0.26,0.936869,-0.001391
20181016,-0.000252662,0.064,0.463205,-0.00284
20181016,-0.000252662,0.112,0.357618,-0.001983
20181016,-0.000252662,0.652,0.664241,6.00E-06
20181016,-0.000252662,0.132,0.184436,-0.000848
20181016,-0.000252662,0.424,0.100537,0.001158
20181016,-0.000252662,0.652,0.565833,4.10E-05
20181016,-0.000252662,0.372,0.568588,0.000139
20181016,-0.000252662,0.204,0.698079,-0.001081
20181016,-0.000252662,0.372,0.275651,0.000559
20181016,-0.000252662,0.104,0.705111,-0.001667
20181016,-0.000252662,0.14,0.125223,-0.000191
20181016,-0.000252662,3.172,0.933296,0.001454
20181016,-0.000252662,0.084,0.836747,-0.000919
20181017,-0.014391922,0.256,0.415794,0.005031
20181017,-0.014391922,0.256,0.877619,0.002198
20181017,-0.014391922,3.168,0.448667,0.000419
20181017,-0.014391922,0.648,0.860425,-0.000192
20181017,-0.014391922,0.368,0.647212,0.002109
20181017,-0.014391922,0.088,0.71105,0.005624
20181017,-0.014391922,1.388,0.844201,0.000215
20181017,-0.014391922,0.06,0.807046,0.006434
20181017,-0.014391922,1.712,0.312055,0.001453
20181017,-0.014391922,1.012,0.782557,0.000284
20181017,-0.014391922,1.712,0.408675,0.001029
20181017,-0.014391922,0.144,0.883121,0.004698
20181017,-0.014391922,0.128,0.856051,0.005231
20181017,-0.014391922,1.012,0.933747,-0.002718
20181017,-0.014391922,0.368,0.755429,0.001688
20181017,-0.014391922,0.08,0.797455,0.00419
20181017,-0.014391922,0.256,0.777367,0.002833
20181017,-0.014391922,1.388,0.919469,-0.003378
20181017,-0.014391922,0.984,0.931911,-0.001632
20181017,-0.014391922,0.08,0.947336,-0.017258
20181017,-0.014391922,1.348,0.166451,0.002808
20181017,-0.014391922,0.144,0.111753,0.011979
20181017,-0.014391922,0.172,0.113758,0.011341
20181017,-0.014391922,2.44,0.769579,-0.000742
20181017,-0.014391922,0.172,0.836521,0.005611
20181017,-0.014391922,0.368,0.933566,-0.007531
20181017,-0.014391922,0.368,0.706578,0.001935
20181017,-0.014391922,0.116,0.949641,-0.000733
20181017,-0.014391922,0.1,0.92951,0.000212
20181017,-0.014391922,0.984,0.668503,0.000813
20181017,-0.014391922,1.012,0.883132,-0.000637
20181017,-0.014391922,0.116,0.413548,0.00669
20181017,-0.014391922,0.2,0.136596,0.010015
20181017,-0.014391922,0.072,0.826549,0.0046
20181017,-0.014391922,0.256,0.252941,0.007471
20181017,-0.014391922,0.368,0.871707,-0.000389
20181017,-0.014391922,0.172,0.941892,0.001049
20181017,-0.014391922,0.368,0.592814,0.002198
20181017,-0.014391922,0.648,0.544958,0.001535
20181017,-0.014391922,0.1,0.46927,0.005718
20181017,-0.014391922,0.296,0.822853,0.001759
20181017,-0.014391922,1.348,0.656791,0.000895
20181017,-0.014391922,3.168,0.653177,-0.000258
20181017,-0.014391922,0.256,0.896371,0.00176
20181017,-0.014391922,1.712,0.886447,0.000197
20181017,-0.014391922,0.144,0.940434,0.001588
20181017,-0.014391922,0.648,0.571535,0.001475
20181017,-0.014391922,1.388,0.760749,0.000615
20181017,-0.014391922,0.116,0.313174,0.007806
20181017,-0.014391922,0.648,0.84031,0.000358
20181017,-0.014391922,0.136,0.510131,0.005572
20181017,-0.014391922,3.168,0.339137,0.000507
20181017,-0.014391922,1.712,0.916262,-0.002194
20181017,-0.014391922,0.296,0.128642,0.0089
20181017,-0.014391922,0.368,0.461889,0.003134
20181017,-0.014391922,0.532,0.751843,0.001523
20181017,-0.014391922,0.228,0.273659,0.007468
20181017,-0.014391922,2.44,0.683109,8.50E-05
20181017,-0.014391922,0.128,0.11098,0.011204
20181017,-0.014391922,0.256,0.794684,0.003105
20181017,-0.014391922,0.296,0.914318,-0.002351
20181017,-0.014391922,0.592,0.760667,0.001406
20181017,-0.014391922,0.108,0.247837,0.009662
20181017,-0.014391922,0.136,0.630482,0.004802
20181017,-0.014391922,0.108,0.90888,0.003713
20181017,-0.014391922,0.108,0.887973,0.004807
20181017,-0.014391922,0.116,0.699813,0.005215
20181017,-0.014391922,0.368,0.936311,-0.006898
20181017,-0.014391922,0.1,0.848021,0.004271
20181017,-0.014391922,0.108,0.692329,0.006085
20181017,-0.014391922,0.368,0.764554,0.001371
20181017,-0.014391922,0.08,0.632043,0.00552
20181017,-0.014391922,1.388,0.435672,0.001094
20181017,-0.014391922,1.712,0.455384,0.000961
20181017,-0.014391922,0.1,0.903252,0.002608
20181017,-0.014391922,0.228,0.883938,0.004087
20181017,-0.014391922,0.42,0.388368,0.003417
20181017,-0.014391922,0.296,0.917675,-0.002917
20181017,-0.014391922,1.348,0.706883,0.00084
20181017,-0.014391922,0.532,0.81058,0.001038
20181017,-0.014391922,0.08,0.915212,-0.005228
20181017,-0.014391922,0.08,0.84181,0.002723
20181017,-0.014391922,0.136,0.457953,0.006162
20181017,-0.014391922,0.128,0.899685,0.004683
20181017,-0.014391922,0.256,0.319593,0.006294
20181017,-0.014391922,1.388,0.914835,-0.003043
20181017,-0.014391922,0.592,0.922976,-0.002225
20181017,-0.014391922,1.824,0.777092,-0.000366
20181017,-0.014391922,0.256,0.227979,0.00774
20181017,-0.014391922,1.388,0.935709,-0.005803
20181017,-0.014391922,0.42,0.861096,-0.000141
20181017,-0.014391922,0.06,0.90942,0.001184
20181017,-0.014391922,0.296,0.922787,-0.00372
20181017,-0.014391922,0.08,0.599394,0.005244
20181017,-0.014391922,0.648,0.915956,-0.002764
20181017,-0.014391922,1.348,0.81908,0.000533
20181017,-0.014391922,0.368,0.934808,-0.005473
20181017,-0.014391922,0.256,0.921998,-0.000312
20181017,-0.014391922,0.648,0.783692,0.000587
20181017,-0.014391922,0.368,0.925552,-0.005332
20181018,-0.00036117,0.068,0.660918,0.00778
20181018,-0.00036117,0.196,0.946054,0.027829
20181018,-0.00036117,0.644,0.175865,0.001996
20181018,-0.00036117,0.252,0.902962,0.017296
20181018,-0.00036117,0.644,0.875562,0.010858
20181018,-0.00036117,0.112,0.850676,0.017355
20181018,-0.00036117,0.252,0.48304,0.003825
20181018,-0.00036117,0.364,0.475493,0.004215
20181018,-0.00036117,0.252,0.837216,0.011302
20181018,-0.00036117,0.98,0.25526,0.002242
20181018,-0.00036117,0.056,0.78979,0.014063
20181018,-0.00036117,0.252,0.878228,0.013775
20181018,-0.00036117,1.708,0.816838,0.004621
20181018,-0.00036117,3.164,0.33191,0.000581
20181018,-0.00036117,0.112,0.929526,0.030971
20181018,-0.00036117,1.708,0.687832,0.003179
20181018,-0.00036117,0.364,0.82671,0.009215
20181018,-0.00036117,0.224,0.843206,0.01137
20181018,-0.00036117,0.528,0.12122,0.001251
20181018,-0.00036117,0.14,0.415137,0.003034
20181018,-0.00036117,0.084,0.317307,0.001923
20181018,-0.00036117,0.364,0.260311,0.002537
20181018,-0.00036117,0.068,0.819789,0.015221
20181018,-0.00036117,0.168,0.172661,-0.000765
20181018,-0.00036117,0.588,0.199607,0.002046
20181018,-0.00036117,0.98,0.801943,0.00591
20181018,-0.00036117,0.98,0.169476,0.001745
20181018,-0.00036117,2.436,0.900922,0.0061
20181018,-0.00036117,0.588,0.933002,0.018343
20181018,-0.00036117,0.096,0.855298,0.017348
20181018,-0.00036117,0.252,0.471434,0.003684
20181018,-0.00036117,0.252,0.129963,0.000689
20181018,-0.00036117,0.528,0.222485,0.002229
20181018,-0.00036117,0.364,0.863008,0.010966
20181018,-0.00036117,0.292,0.935594,0.021777
20181018,-0.00036117,0.084,0.91001,0.026058
20181018,-0.00036117,0.98,0.694041,0.004616
20181018,-0.00036117,0.056,0.461731,0.0037
20181018,-0.00036117,1.708,0.235719,0.001322
20181018,-0.00036117,0.98,0.287456,0.00243
20181018,-0.00036117,0.644,0.310373,0.002503
20181018,-0.00036117,0.252,0.829477,0.011089
20181018,-0.00036117,0.252,0.225549,0.001568
20181018,-0.00036117,0.528,0.910364,0.014405
20181018,-0.00036117,0.096,0.932172,0.029693
20181018,-0.00036117,0.416,0.690963,0.005623
20181018,-0.00036117,1.344,0.945975,0.013713
20181018,-0.00036117,0.124,0.285775,0.001392
20181018,-0.00036117,0.124,0.460251,0.003736
20181018,-0.00036117,0.068,0.938851,0.038553
20181018,-0.00036117,0.104,0.844798,0.015013
20181018,-0.00036117,0.056,0.32486,0.001421
20181018,-0.00036117,0.644,0.766688,0.007009
20181018,-0.00036117,0.252,0.083005,0.000861
20181018,-0.00036117,0.076,0.913112,0.028825
20181018,-0.00036117,0.096,0.063614,-0.001166
20181018,-0.00036117,0.124,0.817553,0.012835
20181018,-0.00036117,0.14,0.847336,0.014907
20181018,-0.00036117,3.164,0.256287,0.000467
20181018,-0.00036117,0.98,0.077341,0.001209
20181018,-0.00036117,1.384,0.607075,0.002676
20181018,-0.00036117,0.364,0.919909,0.017925
20181018,-0.00036117,0.292,0.894331,0.0149
20181018,-0.00036117,0.168,0.646864,0.006641
20181018,-0.00036117,1.82,0.85792,0.004405
20181018,-0.00036117,0.364,0.138238,0.001291
20181018,-0.00036117,0.14,0.619216,0.006175
20181018,-0.00036117,0.056,0.154008,-0.000352
20181018,-0.00036117,0.196,0.139605,-0.000165
20181018,-0.00036117,0.124,0.91725,0.022246
20181018,-0.00036117,0.416,0.784791,0.007494
20181018,-0.00036117,0.076,0.558061,0.005759
20181018,-0.00036117,0.98,0.067451,0.000955
20181018,-0.00036117,3.164,0.828916,0.003614
20181018,-0.00036117,0.084,0.920454,0.026697
20181018,-0.00036117,0.196,0.562952,0.004942
20181018,-0.00036117,0.292,0.111362,0.00066
20181018,-0.00036117,0.168,0.888999,0.017037
20181018,-0.00036117,0.98,0.940037,0.013123
20181018,-0.00036117,0.132,0.737844,0.009652
20181018,-0.00036117,0.644,0.094461,0.001141
20181018,-0.00036117,0.252,0.908416,0.018208
20181018,-0.00036117,0.112,0.49164,0.005273
20181018,-0.00036117,0.224,0.082374,-0.000289
20181018,-0.00036117,0.112,0.29857,0.00174
20181018,-0.00036117,0.416,0.679529,0.005707
20181018,-0.00036117,0.644,0.302202,0.002668
20181018,-0.00036117,0.196,0.899763,0.017711
20181018,-0.00036117,0.168,0.409275,0.002847
20181018,-0.00036117,0.364,0.918104,0.017766
20181018,-0.00036117,0.124,0.476793,0.004124
20181018,-0.00036117,1.344,0.680031,0.003399
20181018,-0.00036117,0.644,0.489995,0.003948
20181018,-0.00036117,0.252,0.930197,0.023222
20181018,-0.00036117,0.056,0.439656,0.003478
20181018,-0.00036117,0.068,0.504957,0.004017
20181018,-0.00036117,0.644,0.877461,0.010977
20181018,-0.00036117,0.252,0.5699,0.004747
20181018,-0.00036117,0.104,0.908511,0.022229
20181018,-0.00036117,1.384,0.327817,0.002032
20181019,-0.004299527,0.288,0.810833,-0.000629
20181019,-0.004299527,0.64,0.568685,-0.001003
20181019,-0.004299527,0.072,0.850745,0.008721
20181019,-0.004299527,1.704,0.569718,-0.000937
20181019,-0.004299527,0.192,0.258477,-0.000963
20181019,-0.004299527,0.248,0.804716,-0.000141
20181019,-0.004299527,0.36,0.765157,-0.001591
20181019,-0.004299527,0.248,0.310895,-0.001247
20181019,-0.004299527,0.12,0.902739,0.007434
20181019,-0.004299527,0.36,0.853931,-0.000475
20181019,-0.004299527,0.108,0.889795,0.008285
20181019,-0.004299527,0.108,0.797594,0.002648
20181019,-0.004299527,1.704,0.886233,0.000988
20181019,-0.004299527,3.16,0.115381,0.001563
20181019,-0.004299527,0.36,0.705802,-0.001884
20181019,-0.004299527,0.584,0.933836,0.003556
20181019,-0.004299527,0.108,0.920984,0.011102
20181019,-0.004299527,0.136,0.108578,0.000942
20181019,-0.004299527,0.092,0.139679,0.000145
20181019,-0.004299527,0.36,0.06169,0.001662
20181019,-0.004299527,0.288,0.875302,0.001157
20181019,-0.004299527,0.092,0.829643,0.004091
20181019,-0.004299527,0.136,0.744003,0.001173
20181019,-0.004299527,0.08,0.925661,0.01759
20181019,-0.004299527,0.976,0.783965,-0.00052
20181019,-0.004299527,0.12,0.940124,0.012686
20181019,-0.004299527,0.1,0.609481,0.000404
20181019,-0.004299527,0.36,0.915506,0.003338
20181019,-0.004299527,1.004,0.940875,-0.000339
20181019,-0.004299527,0.288,0.536683,-0.001824
20181019,-0.004299527,0.36,0.938359,0.005916
20181019,-0.004299527,1.816,0.946573,0.00459
20181019,-0.004299527,1.34,0.827458,-0.000284
20181019,-0.004299527,0.976,0.91308,0.000447
20181019,-0.004299527,0.524,0.496775,-0.001371
20181019,-0.004299527,0.136,0.142256,0.000865
20181019,-0.004299527,0.148,0.148603,0.000543
20181019,-0.004299527,0.36,0.922435,0.004338
20181019,-0.004299527,0.12,0.687669,5.40E-05
20181019,-0.004299527,1.704,0.947072,0.004615
20181019,-0.004299527,0.072,0.891034,0.013152
20181019,-0.004299527,0.524,0.569066,-0.001212
20181019,-0.004299527,1.34,0.94912,0.003704
20181019,-0.004299527,1.004,0.451506,-0.000899
20181019,-0.004299527,3.16,0.410716,-3.00E-06
20181019,-0.004299527,0.08,0.829316,0.006595
20181019,-0.004299527,0.248,0.903426,0.001952
20181019,-0.004299527,0.1,0.843374,0.003952
20181019,-0.004299527,0.248,0.94856,0.005873
20181019,-0.004299527,0.22,0.85245,0.002061
20181019,-0.004299527,0.976,0.227214,-0.000294
20181019,-0.004299527,0.412,0.657446,-0.000944
20181019,-0.004299527,0.412,0.378332,-0.001602
20181019,-0.004299527,0.976,0.908758,0.001799
20181019,-0.004299527,1.38,0.944715,0.004117
20181019,-0.004299527,0.288,0.833656,0.000322
20181019,-0.004299527,0.192,0.92748,0.006587
20181019,-0.004299527,0.412,0.792103,-0.001561
20181019,-0.004299527,0.148,0.798825,0.001588
20181019,-0.004299527,0.288,0.641113,-0.001458
20181019,-0.004299527,1.816,0.807107,-0.000231
20181019,-0.004299527,0.248,0.422584,-0.001571
20181019,-0.004299527,0.64,0.26488,-0.000678
20181019,-0.004299527,0.248,0.839001,-0.000274
20181019,-0.004299527,0.22,0.848304,0.00151
20181019,-0.004299527,0.248,0.785785,-0.000242
20181019,-0.004299527,0.64,0.868738,6.50E-05
20181019,-0.004299527,0.22,0.169132,0.000124
20181019,-0.004299527,0.288,0.684644,-0.001341
20181019,-0.004299527,1.704,0.773508,-0.000255
20181019,-0.004299527,0.164,0.407166,-0.001002
